cleaned_text,emotions,emotion_encoded
feel irritable number people came office whining circumstances realize im practicing thinking good things find better way pull present,anger,0
well aware strength feeling house holds tragic needless deaths many men women children,sadness,4
feel supporting extreme would way put number value,joy,2
feel duties unimportant profession qualified discuss,sadness,4
feel proud happy also grateful read,joy,2
feel shaky battering emotions im still standing,fear,1
feel like stubborn stingy,anger,0
feel like traipse lives tromping heel loving hearts stilettos,love,3
reread comfort familiarity book whose plot already know easier deal im feeling stressed new book unknowns,sadness,4
love sometimes feel exhausted,sadness,4
im sorry feel uncertain,fear,1
im feeling crappy ill fish compliments like girl,sadness,4
asleep would feel pain violent act would completely unjustified,anger,0
feel burdened stuck center dark tunnel,sadness,4
know feelings real petty neither mine,anger,0
would look sky scrapers feel amazed little girl montana,surprise,5
want feel irritated,anger,0
feel like look like miserable heap,sadness,4
really feel like useless world,sadness,4
im definitely feeling fearful anything right,fear,1
im day two plan im feeling positive,joy,2
im feeling really terrible journaling also come screeching halt well,sadness,4
feel today positive gift delivered us teachers stressful week,joy,2
feeling shaky morning taking well,fear,1
feel like rushed relationship,anger,0
maintain feelings repressed expressed,sadness,4
found overwhelmed jealousy self contempt found feeling towards lives sweet friends acquaintances portrayed social media,love,3
feel last time ure one feel paranoid,fear,1
know feels tortured,anger,0
tell feeling quite invigorated,joy,2
vented feelings towards pathetic excuse communicat,sadness,4
fancied terrains feel keen go,joy,2
feel prescence gentle touch,love,3
still feeling bit dull loss sleep trying sleep morning possible,sadness,4
would feel know maybe little resentful,anger,0
first started using like felt like made hair feel dirty even though washed hair,sadness,4
look situation feel jealous almost cant bear,anger,0
feeling triumphant today,joy,2
feel like writer wants think proclaiming longer liked pulsars petty hilarious bit character,love,3
im feeling sentimental need reassurance,sadness,4
ive ever read explains feel way time reassures im defective somehow,sadness,4
come contact regular basis sooner figure kind situations sooner feel valued appreciated loved desire learn pass kindness others learning,joy,2
tried adding type cheese talking small quantities right back feeling shitty,sadness,4
seem share equal passion long distance touring harley davidsons feel sure wed bore tears every person within earshot,joy,2
know mostly forcing distracted feeling determined think though still hurting learning cope kame takes breath,joy,2
help daughter feeling angry,anger,0
feel terrible hurt peoples feelings worse afterwards always hope never,sadness,4
feel little glamorous wet brush,joy,2
feel dont afraid pray need go back time forgive sins sloth,fear,1
grew feeling ugly inadequate,sadness,4
feel sense accomplishment embarrassed clothes prepared either donate charity throw,sadness,4
think point yet foresee lot traffic bed crib old enough longer feel acceptable answer dark,joy,2
know feel awful ask husband watch audrey long enough take shower,sadness,4
hate feel bothered word team word badminton,anger,0
could empathize tab raging hormones connection feeling like someone else gets thinks youre smart pretty worth attention,joy,2
feel totally invigorated completely forget like cold,joy,2
wont give much case feel greedy,anger,0
tell love feelings sincere dear,joy,2
feel pain vein oh vain insane,sadness,4
feel worry much much petty things like,anger,0
wanted thank giving jordan chance together without distraction making us feel welcomed loved,joy,2
feel affirmed gracious sensuous less self doubt href http generations,love,3
spent waking hours enjoying freedom owning cellphone feeling smug situations phone would awfully convenient fielding incredulous questions,joy,2
like feeling like eager schoolboy waiting around hours touch shining alumninium,joy,2
feel greedy needy helpless,anger,0
heard last regulation socialist govrenment concerning pensions,sadness,4
feel awful said,sadness,4
finally cast studio show feels fab,joy,2
feel extremely gloomy confused,sadness,4
feel passionate,joy,2
feel worthless pointless feel like everyones third wheel even second,sadness,4
felt emotion name announced radio selected come lilongwe school health sciences take training course medical assistat,joy,2
feeling superior women left alcoholic husbands stronger godly wasnt ever going,joy,2
really feel women work obnoxious cretins,anger,0
didnt drink much last time people get ultrasounds weeks still enough feeling distinctly eager toilet end,joy,2
feel perfectly acceptable consume homemade chex party mix breakfast holidays given fact mostly cereal,joy,2
feel like think sincere really told us exclusively,joy,2
would always song stuck head bombing incident would feel bit weird dont really pay attention lyrics sounds like happy song type youre supposed hum difficult days,fear,1
feel comments opinion sincere people get wrong message,joy,2
im sorry im feeling little bitchy tacky looking women came sat next,anger,0
feel like charmed gave means spend years sons young home,joy,2
im really happy feel exhausted,sadness,4
feel kind dull grief,sadness,4
feel particularly uncomfortable much driver looking phone shout eyes prize,fear,1
ive left orange scented mixture white feel free color wish,joy,2
always appreciate please feel free become follower come back visit soon,joy,2
left feeling satisfied donna knew capable hands,joy,2
started feeling uncomfortable around straight male friends particularly one drunkenly came grabbing waist attempted murmur sweet nothings ear party week,fear,1
feel uncomfortable,fear,1
could done feeling pleasant tiredness good sweat going stopped,joy,2
feel least bit unwelcome party views uncommon,sadness,4
feel like im super rich kinda like could drink goldschlager haha,joy,2
feel rude say better men,anger,0
feel accepted condition,love,3
still feel lucky though,joy,2
managed learn feeling insecure,fear,1
mean idea intoxicating course feels amazing happening happens morning wake go work amp shit something completely impractical,surprise,5
many social networks right sometimes feel like pretty talked,joy,2
feel like sort rockstar razzle dazzle lifestyle would least like spend third life something feel worthwhile,joy,2
feel agitated lot im straddling articulacy incoherence,anger,0
start feel little overwhelmed knowing make still,surprise,5
know sometimes feel world troubled deeply pathologically troubled,sadness,4
feel like bring characters life completely always kind surprised actors together,surprise,5
felt confused sometimes makes feel useless,sadness,4
left feeling heartbroken losing child guilty parenting wife ing far par last months,sadness,4
noticed feeling stressed anxious couldnt quite put finger,anger,0
never feel ashame humiliated life,sadness,4
exist existence even mean anything anyone apart family always wonder existence fuck feel dumb ive never thought purpose,sadness,4
start working full time next week currently feeling bit ungrateful moment,sadness,4
learned much like neighbourhood place feels humans dogs sympathetic understand quixotic need walk dog walk period,love,3
remain hopeful feeling actually excitement long missed friend,sadness,4
want healthy happy badly fact healing without leg making feel useless empty,sadness,4
got phone feeling numb,sadness,4
also feeling ole restless leg syndrome shifted back forth legs trying something excess energy hit,fear,1
feel much lighter clearer energetic,joy,2
feel heartless even though heart hurts,anger,0
feel like efforts vain continuing pursue embarrass road,sadness,4
started feeling little funny anxiety time didnt know started tell brother man dont feel good said whats wrong said dont know u better drive pulled let drive,surprise,5
feel much boring straight hair years haha,sadness,4
feel rotten amount suggesting losing sense smell terribly disorientating experience wine person seems convince people might actually live feel good,sadness,4
got home told peter feeling wasnt shocked telling,surprise,5
ive come feel supporting character one time favorite films giant,joy,2
could almost feel gentle touch moonbeam sent shine added touching face dreamily,love,3
either feel submissive agree taking pain someone option presented,sadness,4
really struggling run discomfort feeling determined continue crowds bridge massive didnt want one first people saw walking stopping,joy,2
feel like beats popular high end foundation market either ulta sephora,joy,2
expressing unexpected kind gesture made feel bad short moment intent larger moment remains reminded blessings like good friends back,sadness,4
hated work everyday days next two weeks dont like jobs feel unsuccessful talk people,sadness,4
keep fighting life truly run fight close enough twice know bit feels like yet matter despairing feels,sadness,4
feel troubled,sadness,4
like reviews got target days ago feel acceptable review makeup lovers,joy,2
feel like devoted reduce impact environment wrote blog babsbrisbane,love,3
feel quite pleased little bits news celebrate tonight meet brewer event hawkshead members one newest pubs,joy,2
woke feel thankful god giving another day go,joy,2
feel like important publicly bless virus,joy,2
feel thrilled end month round completed begin recover,joy,2
wish times needed hold rock sleep moments feel successful father times im able meet needs,joy,2
im really taking information lately could explain ive feeling sort discontent lately,sadness,4
exactly feel whenever feel lonely depressed pray help guidance href http,sadness,4
must say consider family broken feel discontent father around,sadness,4
im feeling little dirty,sadness,4
feel relieved happy realize said,joy,2
mean true style see reflection like mirror ugliness society make us feel ugly inadequate based looks suddenly becomes completely annulled,sadness,4
feel assured,joy,2
feel handling well enjoying said,joy,2
im feeling jolly year though,joy,2
feel special excitement happiness,joy,2
reckon need stop feeling bitter realistic,anger,0
got great pump halfway workout started feel fantastic,joy,2
stay distanced others feel strange sometimes feel like new friendship growing forming,surprise,5
leave something sometimes throw change tip jar times dont leave anything feel rude haha,anger,0
im far ahead released tankouban sold wont anymore wait wont thrilling damn even feel slightly remorseful,sadness,4
get paid much get many deliveries work im feeling bit shamed curb spending bit,sadness,4
feel bad knocking show far didnt see smackdown week cant assume carried show like every week daniel bryan doesnt appear,sadness,4
feel happy outcome long election im glad,joy,2
feel like im going period time much enthralled life options proposed,surprise,5
could maybe get away simpler folk melodies songs something fairly predictable guitar would end feeling dull,sadness,4
dont like christmas feel like lost meaning,sadness,4
feel less alone,sadness,4
feel one talented teams nfl reason people feel like nothing really fear,joy,2
feel hearts decision stop caring reversed,love,3
feeling itll little messy going home though,sadness,4
feel welcomed barn like son coming home,joy,2
wish right language convey simultaneous feelings excitement peaceful enjoyment country cycling also element,joy,2
feel excuse lame invitations,sadness,4
feel horrible expensive happens,sadness,4
also got nice condiment type pressies whilst local garden centre today feeling achieved something towards festive season,joy,2
waking middle night aches pains generally feeling grumpy,anger,0
feel betrayed coz backstabber grounds accusation amazed people ability things,surprise,5
first started reading city dark magic thought would challenge actually enjoy since felt like content famous classical music head luckily plowing first chapter became confident started feeling less dumb,sadness,4
im constantly horny always feeling playful,joy,2
feel shy swedish,fear,1
ill let shed tears feel bitter confused frustrated hurt last time,anger,0
encourage next time youre feeling little uncomfortable best embrace,fear,1
feel useless href http juliemadblogger,sadness,4
feel like crows roosters teamed horses go bulls sharks monsters trying take cool ranch,joy,2
scared let feel deeply many people frightened let div style clearboth padding bottom,fear,1
still feel chub wear cute summer clothes dreamed,joy,2
feel rotten feet still swell eat feel bad eat feel bad,sadness,4
feel acceptable everyday food,joy,2
lucky enough feel squeeze win another festive challenge involved box full items identify blindly fondling hole,joy,2
im feeling uncertain future,fear,1
feel like pretty smart interesting enough boyfriend would feel stimulated happy someone else,joy,2
feel likeable characters important enough plot,joy,2
like world making list always makes feel joyful,joy,2
feel saddened king quite respected far monarchs go ineffectual best,joy,2
feel energetic,joy,2
feel honored much shared expressed trusts,joy,2
feel strange sort liberation,surprise,5
feel end marriage deserves truthful explanation,joy,2
feel weird scattered wonders million different things,surprise,5
feel though people find quite pleasant,joy,2
believe minds focused daily rat race bodies simply forget feel vital free classic case lose dont use,joy,2
still wake feeling suspicious,fear,1
feel little hesitant leave time,fear,1
typed blood pressures month feeling hes going pleased lack missing information,joy,2
feel disgusted see blood feel like faiting also people eat raw meat front,anger,0
im always feeling agitated overly excited impatient close,anger,0
feeling delighted daunted,joy,2
feel ashamed type,sadness,4
notice ruining happy moment feelingof discontent resistance receiving love genuine way delivered,sadness,4
admire feel like even though shes gorgeous talented hasnt succumbed hollywood pressures like lot listers,joy,2
schedule childhood friends feel little timid getting,fear,1
feel empty inside surprising considering havent eaten day,sadness,4
party met girl drew,anger,0
always make things harder im going lie sometimes way complicating simple however new baby pretty big undertaking comment many many others feel like sees disturbed little,sadness,4
feeling sociable,joy,2
feel discouraged supervisor said,sadness,4
sitting class feeling somehow disturbed,sadness,4
continue write feel distraught,fear,1
start feel lethargic blogging,sadness,4
feels like tortured,fear,1
wasting life away going one person another find love feeling shitty anti social polytechnic life met guy,sadness,4
get oz occassional viewings home away even bit neighbours im feeling really tragic,sadness,4
thought would grumpily curse world remain angry oh even really know sometimes feels like angry absolutely everything,anger,0
im condoning terrorist action feel furious powerless,anger,0
finished watching korean drama secret garden omg feeling way girls shows mixture hope little tug truth says romantic gestures exist films,love,3
feeling stronger recharged excited get back runs,joy,2
think husband feels greatly respected wife draw make much less likely would want flirt women,joy,2
im feeling disturbed tons things,sadness,4
feel apprehensive nervous times performing modules,fear,1
feel bit dazed excited going protective going let,surprise,5
im gestating one feeling pretty thrilled,joy,2
know take weeks book go free amazon barnes amp noble age cents buy full length ebook feel little funny charging even cents work almost certain pages possibly,surprise,5
feel terrific every one,joy,2
aspire capture manner feel tension resolved austere introspective training still place alongside study method euskc,joy,2
ton fun thrift store feel like got really useful pieces get current trends cheap,joy,2
find feeling anxious unsure,fear,1
honestly wish christmas celebrated summer feel like tend jolly wish could,joy,2
ive blogged feel strange,surprise,5
guess comes believing younger anger feeling acceptable tried,joy,2
pleased report many ways feeling well,joy,2
feeling like people think means im ok dont need talk jeremy anymore,joy,2
im also still feeling whiney hell possible could rant bit today,sadness,4
still feel left feel like hated kid asian crew,anger,0
feel like greedy pig catching lt bc afterward yay im gna get delicious chocolates exchange zjs gna get bai tu tang,anger,0
know feels like scared something,fear,1
started feel overwhelmed,fear,1
feel slytherin house slytherin smart enough know get job done cost,joy,2
didnt react way really feel im ecstatic marriage tonks,joy,2
im feeling pressured perform athletic moves order stay field,fear,1
feel unfortunate dont lot time spend family,sadness,4
imagine young people might feel resentful attention sibling getting also feeling guilt time,anger,0
really know oldest one well mothering mother seems feel sweet,joy,2
feel though giving many details unimportant things like chriss mundane life left details like character depth especially secondary characters,sadness,4
know shes one provides income family right feels like shes putting face shes supporting us,joy,2
feel like superior human race rel bookmark permalink,joy,2
feel assured made peace atheism,joy,2
want feel loved,love,3
talk people make feel people talk ones make feel unhappy upset nervous angry,sadness,4
feel defeated,sadness,4
im feeling lively yesterday still sure food though,joy,2
also baked enough cookies take local bbw tomorrow night feel bad employees work,sadness,4
feel slightly unfortunate sense calendar year great year systems honest,sadness,4
met ex briefly catch leaving sarawak lololol good seeing feel awkward typing,sadness,4
considered jogging since cold today decided right ankle already feeling tender reason,love,3
im feeling embarrassed frightened wouldve smashed window slid dukes hazzard style would get garage man stop glaring,sadness,4
im feeling way often blindly carefree days youth uncharted waters maturity aka midlife crisis explore transformation via one favorite things tracy anderson method,joy,2
feel like leadership training perfect vision god wants missionary work,joy,2
studying always feeling process unpleasant absolutely necessary,sadness,4
im feeling really outgoing get really quiet person try make feel comfortable,joy,2
feel guilt caring im,love,3
feel gazing giving naughty smile encouraging study,love,3
feeling fairly keen,joy,2
feel threatened people believe,fear,1
feel like im better amp able things comes back,joy,2
feeling currently anything resolved feelings change,joy,2
feeling self hate going find feeling hateful someone else feel power compassion spirit remembering spiritual,anger,0
feel appreciative take care baby try keep apt clean much possible try call million times find hell home varies day day sort self employed hard plan things around schedule,joy,2
im feeling emo bitchy atm,anger,0
afraid water young people feel afraid death never experienced,fear,1
dare following feeling brave enough,joy,2
feel eager well feel like ive got titles concluded ominously,joy,2
im looking stress levels im feeling loving concentrated mindset planning wedding four months,love,3
im feeling quite positive want achieve,joy,2
family feel passionate completely comfortable,joy,2
feel others decide hellip delighted fans paintings able see body work proud,joy,2
ive never done detox cleanse really desire feel like cleanses cycle around become popular every couple years id pretty much written,joy,2
came utah freaking knowing life feeling less worthwhile going mission like every girl stressed daily stresses life lovingly given,joy,2
feeling indecisive spontaneous,fear,1
feel beaten feel void,sadness,4
feel like resolutions boring cliche,sadness,4
feel pressured well fe,fear,1
im feeling rotten pretending aint,sadness,4
im feeling excited,joy,2
ive feeling delicate week,love,3
feel rude ingorant,anger,0
begin see first step suddenly life feel despairing,sadness,4
feeling would one eliminated completely convinced cooking skillz da bomb yes whipping early lingo,joy,2
feel stupid enough,sadness,4
begin sense characters feeling heartbreaks theyre suffering suffered already,sadness,4
feel completely rude keeping course year mightily busy one,anger,0
walked school felt bounce step overjoyed feelings youth thrill excitement coming school meeting beloved friends,love,3
ready read read read today even though im feeling groggy morning,sadness,4
cant help feel like must protect innocent,joy,2
feel gracious presence even,joy,2
like feel sweet feel offended,love,3
even begin express words depth sorrow feel posted ludicrous rants passed days,surprise,5
monday took math bs test flunked second time,sadness,4
still feel little weird uncertain,fear,1
wan na feel gorgeous body yers underneath next time fuckin ya alex took deep breath eyes seemed glow imagined scenario mind scene pictured many times,joy,2
guess feel like im passionate something get taken away,love,3
im sure theres nothing get person feeling amorous faster stay hotel,love,3
feel makes perfect duo,joy,2
feel better,joy,2
im lucky enough life meet someone makes feel safe happy secure loved feel theres reason wait,joy,2
would feel productive,joy,2
im feeling jolly least,joy,2
miss feeling exhausted outside heat minutes,sadness,4
think possible make cover expressed personality novel since strange cross genre story photo found nails heart book closely feel bit stunned,surprise,5
sure would love stop feeling horny time,love,3
appreciate clean lifestyles even though admit moments complete aversion substances sex made feel little repressed,sadness,4
come summer time feeling like coach hated,anger,0
find feeling paranoid something going ruin could described fairy tale love affair,fear,1
explain need say please understand feeling heart im heartless person,anger,0
take photos suppose since feel least talented area portraiture admire ability others,joy,2
sad feel distracted participating relationship think,anger,0
keep feeling blessed,love,3
think also changed obviously making effort go things make friends feel less shy less bothered peoples judgement appearance,fear,1
tell arms hands feel weaker feel numb tingly night wake,sadness,4
almost feel stubborn come back said leaving,anger,0
feel like actually creative person,joy,2
feeling pretty excited,joy,2
feel optimistic everything long time,joy,2
im feeling doubtful necessity big coat,fear,1
feeling joyful every part feels happy light whimsical,joy,2
feel relaxed happy im water,joy,2
never draw sides pages like know add drawings feel like rather feeling pressured finished one go,fear,1
think ive feeling little bothered,anger,0
wasnt interested evoked feeling earth grittily doomed aliens quite well,sadness,4
agree even though feel discouraged like go places lots color make feel better,sadness,4
feel like world boy im glad time,joy,2
know feeling amp blessed,joy,2
im feeling fab thank much asking,joy,2
pull feel resentful edgy,anger,0
li pouring corner moonlight shines face saw pale face mouth half closed eyes bear people feel distressed,fear,1
feel little scared new lot learn im sure everything going fine together,fear,1
wondering focus problems way care complaining feeling needy,sadness,4
feel like im really needy,sadness,4
feel greedy lame making one,anger,0
see look doubt face feel scorn eyes anyone skeptical grits dinner grits please see totally amazing sister mashed potatoes,fear,1
get feeling could dangerous,anger,0
randomly heard ever since watching video delight music makes feel jolly reference,joy,2
feel satisfied ive made cut receive overflow money stsm told im going wait overflow instead trying hit help team,joy,2
rarely feel happily joyful dont walk smiling much,joy,2
hurt feelings sorry,sadness,4
felt stronger wish free self cherishing refuge practice return feeling freedom protection suffering stayed rest meditation,sadness,4
stand front mansoor works feel obviously artistic intention raise already raised questions structural linguistics deconstructionist clamours followed,joy,2
feel like boring paint bunch fruit,sadness,4
would almost anything feeling back days back carefree wonderful everything life complicated,joy,2
feel anger feel sad feel joy feel emotions stick,sadness,4
set aside feeling happily helped every thing normalized students liked change schedule forgotten oblivion,love,3
wonder feel nurtured needy,sadness,4
id ever known figured normal feel ugly dumb weird,sadness,4
stopped feeling little awkward,sadness,4
guess matter much think im feeling ok im nervous hell inside scan revealing something dont want know,joy,2
began feel little anxious may almost obviously time running amp honest im plumb excuses,fear,1
feel less frightened grounded centered,fear,1
would like take opportunity describe one day week feeling particularly gloomy,sadness,4
could feel much slower treadmill pace pleasant six days relative inactivity happy running,joy,2
feel weird guess kind happy,fear,1
im tired feeling unhappy things unmotivated,sadness,4
im feeling generous go golden nugget,joy,2
could feel productive treatment,joy,2
makes feel determined give effort dig deep im feeling pain,joy,2
might hold sense satisfaction feeling superior giving advice,joy,2
wanted skate fast wanted try everything see difference feel amazing,surprise,5
want feel rushed program,anger,0
would really love friend feels guilty sorry,sadness,4
think gt desire privacy camp feel would gt terrific,joy,2
cant feel dont turn back wont ignored time wont heal dont turn back wont ignored,sadness,4
younger used feel homesick,sadness,4
rarely respond comments made unless feel important specific reason,joy,2
feel tender done anything,love,3
never feel like anythings getting resolved counseling drift away,joy,2
swear mean browns fail tomorrow night make feel like idiot trusting gut feeling going lose tomorrow picking win season,joy,2
im feeling generous week,joy,2
left theater feeling sad alone sudden realization fleeting mortality weighing every step,sadness,4
definitely feeling effects progesterone two ways breasts tender tired,love,3
try stay focused order avoid feeling reluctant finish,fear,1
never know talk people shows always feel bit dazed hope didnt think rude,surprise,5
feel experience convinced need prayer country,joy,2
seek pain feel tortured feel something,fear,1
im feeling optimistic finish last two weeks strong probably continue,joy,2
already feel using us feels weird havent even done anything yet feel coming like ministry coming,fear,1
care much number viewers viewer ratings drama iris gained huge success began feel greedy,anger,0
realize much little family leans felt overwhelming feel inadequate,sadness,4
im feeling little bit pleased,joy,2
ive also run im feeling particularly virtuous,joy,2
longer even remotely ok body feel ugly person swore love,sadness,4
feel things often repressed fear anxiety distrust,sadness,4
feel tender,love,3
think one important things allow anything make feel fearful fear negative emotions pull vibration,fear,1
made way class feeling sense fond connection childhood discover without supplies stirred memories,love,3
really feel know devil hates always something could use im determined let,joy,2
feel things happen get excited things work well,joy,2
feeling ok biostatistics course physiology course touchy,joy,2
feel ignored systemic nature pattern sexual abuse mishandling reports sexual abuse service understandably wishing defend protect friend reputation,sadness,4
feel like doomed life sleep obsession,sadness,4
moments feeling silently offended egyptian youngsters identified egyptian even born us labeling white person even though many ways assimilated,anger,0
feel shocked stoup destinys child b,surprise,5
feel need explain thoughts ways clever funny maybe even insightful,joy,2
would suggest volunteering help people need salvation army help others learn appreciate still feel worthwhile,joy,2
managed however relax enjoy scenery feeling romantic thoroughly enjoying th anniversary cruise,love,3
sometimes feel like damaged product,sadness,4
woke feeling fine,joy,2
feel impatient brian prolonged assertion alien encounter nobody victim could truly relate repercussion molested,anger,0
cope presence without feeling distressed force quiet resigned friendship,fear,1
feeling well specific issue,joy,2
feel like ungrateful ass href http thisisntcuteanymore,sadness,4
love customers leave studio looking automatically refreshed radiant product line everyone feel gorgeous confident,joy,2
feel frightened fats,fear,1
got ta say feeling little slutty,love,3
feel like way combine creative outpourings one thing,joy,2
found looking clock starting feel irritated,anger,0
im feeling little proud,joy,2
back feeling determined,joy,2
wednesday postgraduate open day plenty write rest week feel sure,joy,2
feel little low japan always feel pangs guilt fail appreciate living situation decisions,sadness,4
feel dirty watching series tell series trying induce false emotions viewer,sadness,4
sat group feeling really depressed book go missing time,sadness,4
already feel kicking ribs making harder breath sometimes taking precious space stomach,joy,2
feeling irritated anxious often dont even like kids touching,anger,0
ive getting making feel suspicious like someone elses great work trying get credit,fear,1
decide picking easy route would get nowhere feel like people want tortured follow blue path,fear,1
feel appalled took advantage old friend kindness,anger,0
ive feeling bit messy im hoping fresh look help figure better way deal,sadness,4
really excited didnt really stand lot high school slightly average decently friendly feel like delivering speech cool legacy leave school,joy,2
wish could chinese bite finger feel pain miles away thing upon reflection perhaps wouldnt considerate,love,3
also tried frustration feeling none energetic problems work respirometry stuff going huge nightmare,joy,2
feel even determined keep per week tradition son started,joy,2
feel need compensate perfect jacket topper cover boobs fulfill duties,joy,2
could expected every way feeling bit overwhelmed point quickly life changed past weeks,fear,1
feel like might ok,joy,2
feel like unfortunate events fit thought quote posted,sadness,4
feeling hyper bouncy,joy,2
doubt makes sense one feel emotional metaphors come tumbling like rock slide see,sadness,4
didnt want feel pain hour later decided start shortly broke water,sadness,4
remember appalled feeling personally insulted could thought would listen something vulgar bee gees,anger,0
look photo feel gentle calm makeup still soft warmer feel harmonizes better warm colours flowers,love,3
know met person feel honored able come together grow closer god,joy,2
im feeling especially brave tough ill tell story scattering ashes,joy,2
still feel like im punished,sadness,4
feel nervous leaving kid,fear,1
feel contented job,joy,2
feel furious love really thought better,anger,0
ill get mopey occured past frequency decreasing logarythmic scale even im feeling self doubtful also occuring less,fear,1
feel useful valued fundamental,joy,2
actually meeting last week someone yelled older lady phone rang felt terrible boss treats unfairly case someone makes feel worth anything allowing offended steal joy,anger,0
go around questioning broads feeling suspicious,fear,1
feeling bitchy evening,anger,0
feel relaxed happy discovered love projects take months end actual product show,joy,2
like fresh feeling sweet gave,joy,2
feel wiggy everything maybe ill drop virtuous lib stance join georgie porgie,joy,2
ive posted ive feeling casual vibe comes dressing,joy,2
ended podcast feeling depressed exactly like still concrete answer strike balance self help authors love talk,sadness,4
im sure im feeling delicate,love,3
feel vile rising throat flipping lid toilet let,anger,0
feel rebellious spirit already,anger,0
feel honored part culinary community,joy,2
feel shame whatsoever longing iron man local cineworld,love,3
feel ungrateful wanting truth,sadness,4
feel sorta vain,sadness,4
feel like target blank class di title bookmark del,sadness,4
feel like fish might moderately intelligent fish ive noticed tendency go corner tank closest container fish food stare,joy,2
feeling clever changed last line cookies,joy,2
admit joy cooking also times feel defeated,sadness,4
finally starting feel like real life san vicente longer strange confusing extended vacation,fear,1
feel like even though things arent quite resolved major peace still,joy,2
feel ashamed,sadness,4
feel fucking woeful looking girls,sadness,4
feel really irritated talk problems people start talking,anger,0
feeling homesick annual easter breakfast service church morning left hike mt precipice sunrise,sadness,4
know makes feel generous,joy,2
im already feeling pretty festive year even though november,joy,2
feel helpless regain safe feeling,sadness,4
still feeling hesitant last night woke found made decision slatebook somewhat surprise wanted,fear,1
feel determined actions nobody nothing else,joy,2
thought would feel apprehensive surprisingly comfortable gone,fear,1
feel drained physically sore work,sadness,4
sure appreciate asking instead feeling mad hurt thought,anger,0
litsen music feel much pride think gave birth amazingly talented child one day early teens picked guitar played like second nature,joy,2
want others feel unhappy accommodate,sadness,4
prolific writer fandom feel highly respected fellow writers write much often people,joy,2
feel lonely make feel special feel useless always kind sweet,sadness,4
feeling dissatisfied several times,anger,0
feel gentle tap find flower child watching expression grave,love,3
im feeling restless frustrated right way specific people recovering illness injury,fear,1
feel honoured great man claims friend,joy,2
burn feel pain twist knife bleed aching heart tear apart lie beg steal crawl hands knees see youre like,sadness,4
feel uncomfortable telling others girls wish lists,fear,1
cant simple math question guess broke front tuition teacher known almost years feeling pressured feel bad bout,fear,1
feel doubtful abilities,fear,1
ive feeling listless lately,sadness,4
said beginning combination oily skin still use around week skin feels absolutely gorgeous morning applying,joy,2
honest say first two chapters sort overwhelmed wasnt sure going able follow everything feeling kind dumb,sadness,4
lay typing hate blog entry one would read although want whole world read praise like dickens feel miserable,sadness,4
look long without feeling depressed,sadness,4
feeling generous sent sofa glares next six hours,joy,2
really believe walked water stops first marathon actually think walking bad dammit feeling stubborn wanted get home needed motivated something,anger,0
firmly believe way go craft write book feel passionate worry finding book mass audience desires,joy,2
always get feeling got one kids another vicious,anger,0
feel ashamed,sadness,4
want hurt anybody feelings certainly want betray amount trust want entertain want faithful thoughts topics hand,love,3
feel though merely accepted done matter time gone always,joy,2
year old girl wanted feel important,joy,2
see friends posting pics status updates going feel bit jealous knowing something get enjoy,anger,0
strong feelings faithful,love,3
suppose feel little inhibited comes picking phone calling someone close anymore,sadness,4
used word feel energy anticipation people prepare delicious meals gather needed tools invite loved ones homes,joy,2
might simply couldnt keep mouth shut makes feel terrible,sadness,4
feel going dull pain fews hours day chest,sadness,4
see people physically resemble feel confident strike conversations strangers,joy,2
im feeling bit grouchy today,anger,0
feel damn curious blond doctor plan night,surprise,5
sit feel awful miles starts feeling whoever pants back cigarette box,sadness,4
dont know freshness feel energetic seasons,joy,2
im feeling cranky href http doingaone eighty,anger,0
feel sad im okay im happy done even though hurts little,sadness,4
feel terrific actor,joy,2
feel like everythings going happen ive disillusioned whole time,sadness,4
feel restless pursuits,fear,1
felt slight bitterness finish detracted oily mouthfeel sweet entry,joy,2
woke felt sad quickly replaced feeling reassured things work time,joy,2
feel quite reluctant pick dance dragons book done knows long wait martin finish next installment took years release dance dragons feast crows,fear,1
trying demonstrate understood feeling alarmed worried safety,fear,1
feel like lot playful open girls know friends,joy,2
needed space needed grow midst serious change ok yes also hurt feelings pretty badly bit spiteful,anger,0
feel cheated since supporting family stuff spends hours day gaming,joy,2
continue feel content decision move,joy,2
cant helped feel burdened anxious,sadness,4
wont lie week abit difficult week ive feeling stressed anxious week plus think im coming flu definately helped appreciate little things,anger,0
kinda get real attached excited feel way never handle things well others would,joy,2
started feel uncomfortable got leave met comments oh yeah right two girls like wouldnt come bar youre looking attention guys,fear,1
almost didnt even feel convinced way book written,joy,2
im feeling brave ill snatch lap seconds struggling completely relaxes submits mommy scratches,joy,2
feel poachers others kill animals pelts ivory parts punished severely find hunting fishing cruel,sadness,4
feel empty cheated name friendship broken,sadness,4
feel sure go beyond,joy,2
need extra guidance feeling doubtful god seems put right message ear need right time,fear,1
feel insulted oh oh oh exexbf totally entirely,anger,0
im feeling really really sarcastic caustic theres influx idiots flists daily lives,anger,0
feel hope im alone thoughts im sure fellow exchange students probably thoughts mind least listed might say exchange student unlike experience,sadness,4
feel anna ji little bit stubborn jan lokpal bill protests related,anger,0
listen feel rebellious,anger,0
feel like less woman less person less valuable im married dating,joy,2
feeling really troubled dad said,sadness,4
id feel frantic,fear,1
learned present front class without feeling nervous,fear,1
